Temp,A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W
36.0,525.87543,317.16318,692.18866,314.69495,493.18445,604.09796,267.30371,364.7775,239.2382,63.50322,45.98267,45.63128,1272.93787,335.7561,100.04522,66.40926,68.42158,114.52435
36.0,423.98706,311.53305,684.57172,269.73853,485.14737,602.70441,265.78204,361.92023,268.4136,63.12067,45.98267,42.77932,1271.82422,335.7561,99.19738,65.57914,68.42158,114.52435
35.67,423.98706,311.53305,684.57172,269.73853,485.87802,602.70441,265.78204,362.39645,268.4136,63.50322,45.98267,42.77932,1271.82422,336.78287,100.04522,66.40926,68.42158,114.52435
35.67,423.98706,311.53305,684.57172,269.73853,485.87802,603.40118,265.78204,362.39645,268.83038,63.50322,45.98267,42.77932,1271.82422,337.80963,99.19738,66.40926,68.42158,114.52435
36.33,424.80875,311.53305,684.57172,269.73853,485.87802,602.70441,265.78204,362.39645,268.4136,63.12067,45.98267,42.77932,1271.82422,336.78287,99.19738,66.40926,68.42158,114.52435
36.0,423.98706,311.53305,683.61957,269.73853,485.87802,602.70441,265.78204,361.92023,268.4136,63.50322,45.98267,42.77932,1272.93787,326.51511,100.04522,66.40926,68.42158,114.52435
35.67,423.98706,312.47141,684.57172,269.73853,485.87802,604.09796,266.28928,362.39645,268.83038,63.50322,45.98267,42.77932,1271.82422,337.80963,99.19738,66.40926,68.42158,114.52435
35.67,423.98706,312.47141,684.57172,269.73853,485.87802,602.70441,265.78204,362.39645,268.83038,63.50322,45.98267,42.77932,1271.82422,336.78287,99.19738,66.40926,68.42158,114.52435
36.0,423.98706,312.47141,684.57172,269.73853,485.87802,603.40118,265.78204,362.39645,268.83038,63.12067,45.98267,42.77932,1271.82422,337.80963,99.19738,66.40926,68.42158,114.52435
36.0,423.98706,312.47141,684.57172,269.73853,485.87802,603.40118,265.78204,362.39645,268.83038,63.50322,45.98267,42.77932,1271.82422,336.78287,99.19738,66.40926,68.42158,114.52435
35.67,423.98706,312.47141,683.61957,269.73853,485.87802,604.09796,265.78204,362.39645,268.83038,63.50322,45.98267,42.77932,1274.05151,335.7561,99.19738,66.40926,69.32186,114.52435
35.67,423.98706,311.53305,684.57172,269.73853,485.87802,602.70441,265.78204,362.39645,268.83038,63.12067,45.98267,42.77932,1271.82422,325.48831,99.19738,65.57914,68.42158,114.52435
36.0,423.98706,312.47141,683.61957,269.73853,485.87802,603.40118,266.28928,362.39645,268.83038,63.50322,45.98267,42.77932,1271.82422,336.78287,100.04522,66.40926,68.42158,114.52435
36.0,423.98706,311.53305,683.61957,269.73853,485.87802,602.00763,265.78204,362.39645,268.4136,63.50322,45.98267,42.77932,1271.82422,343.97031,99.19738,66.40926,68.42158,114.52435
36.0,423.98706,311.53305,683.61957,269.73853,485.87802,602.70441,265.78204,362.39645,268.83038,63.12067,45.98267,42.77932,1271.82422,336.78287,99.19738,65.57914,68.42158,114.52435
35.67,423.98706,312.47141,684.57172,269.73853,485.87802,603.40118,265.78204,362.39645,268.83038,63.12067,45.98267,42.77932,1271.82422,325.48831,99.19738,66.40926,68.42158,114.52435
36.0,424.80875,311.53305,683.61957,269.73853,485.87802,602.00763,265.78204,362.39645,268.83038,63.50322,45.98267,42.77932,1271.82422,336.78287,99.19738,65.57914,68.42158,114.52435
36.0,423.98706,311.53305,684.57172,269.73853,485.87802,602.70441,265.78204,362.39645,268.4136,63.50322,45.98267,42.77932,1272.93787,326.51511,100.04522,66.40926,68.42158,114.52435
35.67,423.98706,311.53305,684.57172,269.73853,485.87802,602.70441,265.78204,362.39645,268.4136,63.12067,45.98267,43.72997,1271.82422,336.78287,99.19738,65.57914,68.42158,114.52435
35.67,423.98706,312.47141,683.61957,269.73853,485.87802,604.09796,265.78204,362.39645,268.4136,63.50322,45.98267,42.77932,1272.93787,326.51511,99.19738,66.40926,68.42158,114.52435
