Temp,A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W
35.33,1386.1748,1155.11206,2627.84131,1185.38159,1627.87402,1816.47449,828.28644,1003.37622,687.70563,258.98602,167.77458,117.8808,3772.03906,1309.14075,381.52838,234.09262,236.77466,451.01346
35.33,1386.1748,1156.05042,2626.88916,1186.29895,1628.60461,1817.17126,828.79364,1004.32867,688.12244,258.60349,167.77458,117.8808,3774.26636,1309.14075,381.52838,234.09262,237.67494,452.19412
35.33,1386.99646,1156.05042,2626.88916,1185.38159,1629.33533,1817.86804,828.79364,1004.32867,688.12244,258.60349,167.77458,117.8808,3775.38013,1345.07788,381.52838,234.09262,236.77466,452.19412
35.0,1386.1748,1156.05042,2626.88916,1185.38159,1628.60461,1817.86804,828.79364,1004.32867,687.70563,258.60349,167.77458,117.8808,3775.38013,1309.14075,382.37622,234.09262,236.77466,452.19412
35.33,1386.1748,1156.05042,2627.84131,1185.38159,1628.60461,1817.17126,828.79364,1003.85242,688.12244,258.60349,167.77458,117.8808,3774.26636,1343.02441,381.52838,234.09262,236.77466,452.19412
35.0,1384.53137,1156.05042,2625.93701,1185.38159,1629.33533,1817.86804,828.79364,1004.32867,688.12244,258.98602,167.77458,117.8808,3775.38013,1343.02441,381.52838,234.09262,237.67494,452.19412
35.33,1386.1748,1156.05042,2624.03296,1185.38159,1630.06592,1818.5647,829.30084,1004.32867,688.53918,258.60349,167.77458,117.8808,3776.49365,1311.19421,381.52838,234.09262,237.67494,452.19412
35.67,1386.1748,1156.05042,2626.88916,1185.38159,1629.33533,1818.5647,829.30084,1004.32867,688.12244,258.98602,167.77458,117.8808,3776.49365,1343.02441,381.52838,234.09262,237.67494,452.19412
35.0,1386.99646,1156.05042,2626.88916,1185.38159,1629.33533,1817.86804,828.79364,1004.32867,688.12244,258.60349,167.77458,117.8808,3775.38013,1343.02441,381.52838,234.09262,237.67494,452.19412
35.0,1386.1748,1155.11206,2625.93701,1185.38159,1628.60461,1817.86804,829.30084,1004.32867,687.28882,258.60349,167.77458,117.8808,3775.38013,1310.16748,381.52838,234.09262,237.67494,452.19412
35.33,1386.99646,1156.05042,2626.88916,1185.38159,1629.33533,1818.5647,828.79364,1004.32867,687.70563,258.60349,167.77458,117.8808,3775.38013,1343.02441,381.52838,234.09262,237.67494,452.19412
34.67,1386.99646,1156.05042,2627.84131,1185.38159,1630.79663,1819.26147,829.80804,1004.80487,688.53918,258.60349,167.77458,117.8808,3777.60742,1310.16748,381.52838,234.09262,237.67494,452.19412
35.0,1386.99646,1156.05042,2626.88916,1185.38159,1630.06592,1818.5647,829.30084,1004.80487,687.70563,258.60349,167.77458,117.8808,3776.49365,1343.02441,381.52838,234.09262,237.67494,452.19412
35.67,1386.99646,1156.05042,2626.88916,1185.38159,1630.79663,1819.26147,829.30084,1004.80487,688.53918,258.60349,167.77458,117.8808,3774.26636,1340.97083,381.52838,234.09262,237.67494,452.19412
35.0,1386.1748,1156.05042,2627.84131,1185.38159,1630.06592,1819.26147,829.30084,1004.80487,688.12244,258.60349,167.77458,117.8808,3774.26636,1344.05115,381.52838,234.09262,237.67494,452.19412
35.0,1386.99646,1156.05042,2627.84131,1185.38159,1630.06592,1818.5647,829.30084,1004.80487,688.53918,258.60349,167.77458,117.8808,3773.15259,1346.10474,381.52838,234.09262,236.77466,452.19412
35.0,1386.1748,1156.05042,2627.84131,1185.38159,1630.06592,1819.26147,829.80804,1004.80487,688.53918,258.98602,167.77458,117.8808,3777.60742,1344.05115,382.37622,234.09262,237.67494,452.19412
35.33,1386.1748,1156.05042,2627.84131,1185.38159,1630.06592,1819.26147,829.30084,1004.80487,687.70563,258.98602,167.77458,117.8808,3777.60742,1344.05115,382.37622,234.09262,237.67494,452.19412
35.33,1386.99646,1156.05042,2624.98511,1185.38159,1630.06592,1818.5647,829.30084,1004.32867,687.70563,258.60349,167.77458,117.8808,3776.49365,1346.10474,381.52838,234.09262,237.67494,452.19412
35.33,1386.99646,1156.05042,2627.84131,1185.38159,1630.79663,1819.95825,829.30084,1004.80487,688.12244,258.60349,167.77458,117.8808,3774.26636,1310.16748,381.52838,234.09262,237.67494,453.37479
