Temp,A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W
35.67,345.10574,273.99896,641.7265,209.18498,339.01865,458.47342,180.56949,232.8671,110.44969,38.6375,31.69076,31.3715,692.70984,200.22153,64.43591,43.99613,42.31334,72.02047
35.67,344.28409,273.06061,640.77435,208.2675,339.01865,458.47342,181.07671,233.34331,110.44969,38.6375,31.69076,31.3715,692.70984,190.98053,64.43591,43.99613,42.31334,72.02047
36.0,345.10574,273.06061,640.77435,208.2675,339.01865,458.47342,181.07671,232.8671,110.44969,38.6375,31.69076,31.3715,692.70984,198.16797,64.43591,43.99613,42.31334,72.02047
36.0,344.28409,273.99896,640.77435,208.2675,339.7493,459.17017,181.07671,233.34331,110.44969,38.6375,31.69076,31.3715,693.82355,190.98053,64.43591,43.99613,42.31334,72.02047
35.67,344.28409,273.99896,639.82227,208.2675,339.01865,459.17017,181.07671,233.34331,110.44969,38.6375,31.69076,31.3715,693.82355,200.22153,64.43591,43.99613,42.31334,72.02047
35.67,344.28409,273.06061,640.77435,208.2675,339.01865,459.17017,181.07671,233.34331,110.44969,38.6375,31.69076,31.3715,693.82355,199.19475,64.43591,43.99613,42.31334,72.02047
36.0,344.28409,273.06061,640.77435,208.2675,339.01865,459.17017,181.58392,233.34331,110.44969,38.6375,31.69076,31.3715,694.93719,199.19475,64.43591,43.99613,42.31334,72.02047
36.33,344.28409,273.06061,639.82227,208.2675,339.01865,459.17017,181.07671,233.34331,110.44969,38.6375,31.69076,31.3715,693.82355,199.19475,64.43591,43.99613,42.31334,72.02047
35.67,345.10574,273.99896,640.77435,208.2675,339.7493,459.17017,181.58392,233.34331,110.44969,38.6375,31.69076,31.3715,693.82355,190.98053,64.43591,43.99613,42.31334,72.02047
35.67,344.28409,273.99896,639.82227,208.2675,339.7493,459.17017,181.58392,233.34331,110.44969,38.6375,31.69076,31.3715,693.82355,190.98053,64.43591,43.99613,42.31334,72.02047
36.33,344.28409,273.06061,640.77435,208.2675,339.01865,459.17017,181.07671,233.34331,110.44969,38.6375,31.69076,31.3715,693.82355,199.19475,64.43591,43.99613,42.31334,72.02047
36.0,344.28409,273.06061,639.82227,208.2675,339.01865,459.17017,181.58392,233.34331,110.44969,38.6375,31.69076,31.3715,693.82355,198.16797,64.43591,43.99613,42.31334,72.02047
36.0,344.28409,273.99896,640.77435,208.2675,339.01865,459.17017,181.58392,233.34331,110.44969,38.6375,31.69076,31.3715,693.82355,190.98053,64.43591,43.99613,42.31334,72.02047
35.67,344.28409,273.99896,640.77435,208.2675,339.01865,459.17017,181.58392,233.34331,110.44969,38.6375,31.69076,31.3715,694.93719,199.19475,64.43591,43.99613,42.31334,72.02047
35.67,344.28409,273.06061,639.82227,208.2675,339.01865,458.47342,181.58392,233.34331,110.44969,38.6375,31.69076,31.3715,693.82355,198.16797,64.43591,43.99613,42.31334,72.02047
36.33,344.28409,273.06061,639.82227,208.2675,339.01865,459.17017,181.58392,233.34331,110.44969,38.6375,31.69076,31.3715,693.82355,198.16797,64.43591,43.99613,42.31334,72.02047
36.0,344.28409,273.99896,640.77435,208.2675,339.7493,459.17017,181.58392,233.34331,110.44969,38.6375,31.69076,31.3715,694.93719,198.16797,64.43591,43.99613,42.31334,72.02047
35.67,344.28409,273.99896,640.77435,208.2675,339.7493,459.17017,181.58392,233.34331,110.44969,38.6375,31.69076,31.3715,694.93719,199.19475,64.43591,43.99613,42.31334,72.02047
35.67,344.28409,273.99896,640.77435,208.2675,339.01865,459.17017,181.58392,233.34331,110.44969,38.6375,31.69076,31.3715,693.82355,190.98053,64.43591,43.99613,42.31334,70.83981
36.0,344.28409,273.06061,640.77435,208.2675,339.01865,459.17017,181.58392,233.34331,110.44969,38.6375,31.69076,31.3715,693.82355,190.98053,64.43591,43.99613,42.31334,72.02047
