Temp,A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W
36.0,1105.98181,875.48297,1913.75403,725.7251,1164.646,1487.59985,758.79761,951.46924,518.90515,136.57018,93.20811,76.05212,2977.98413,732.09204,204.32965,136.96909,150.34741,238.49402
36.0,1105.98181,876.42133,1912.80188,726.64258,1165.37659,1490.38696,759.30481,951.94543,519.32196,136.57018,93.20811,76.05212,2979.0979,735.17236,204.32965,136.96909,150.34741,238.49402
35.33,1104.33838,876.42133,1913.75403,726.64258,1165.37659,1491.08374,759.81201,952.89789,519.73871,136.57018,93.20811,76.05212,2984.66626,731.06525,204.32965,136.96909,150.34741,238.49402
35.67,1105.16003,877.35968,1914.70618,726.64258,1166.83789,1491.78052,759.81201,953.37408,520.15552,136.57018,93.20811,76.05212,2982.43896,733.11877,204.32965,136.96909,150.34741,238.49402
36.0,1105.98181,877.35968,1913.75403,726.64258,1166.10718,1491.78052,759.81201,952.89789,520.15552,136.57018,93.20811,76.05212,2985.78003,712.58325,204.32965,136.96909,151.2477,238.49402
36.0,1104.33838,876.42133,1912.80188,725.7251,1166.10718,1491.08374,759.81201,952.89789,519.32196,136.57018,93.20811,76.05212,2982.43896,732.09204,204.32965,136.96909,150.34741,238.49402
36.0,1105.16003,876.42133,1912.80188,725.7251,1166.10718,1491.08374,759.81201,952.89789,519.73871,136.57018,93.20811,76.05212,2982.43896,711.55646,204.32965,136.96909,150.34741,238.49402
35.67,1104.33838,876.42133,1913.75403,726.64258,1165.37659,1488.99341,759.30481,952.42169,519.73871,136.57018,93.20811,76.05212,2984.66626,712.58325,204.32965,136.96909,150.34741,238.49402
35.33,1105.16003,876.42133,1911.84973,726.64258,1166.83789,1489.69019,759.81201,952.89789,519.73871,136.57018,93.20811,76.05212,2983.55249,712.58325,204.32965,136.96909,150.34741,238.49402
36.0,1105.16003,876.42133,1913.75403,725.7251,1166.10718,1491.78052,759.81201,952.89789,520.15552,136.57018,93.20811,76.05212,2985.78003,712.58325,204.32965,136.96909,150.34741,238.49402
36.0,1105.16003,876.42133,1913.75403,726.64258,1166.83789,1490.38696,759.81201,953.37408,520.15552,136.57018,93.20811,76.05212,2982.43896,731.06525,204.32965,136.96909,150.34741,238.49402
35.67,1104.33838,876.42133,1913.75403,726.64258,1166.10718,1489.69019,759.81201,952.89789,519.73871,136.57018,93.20811,76.05212,2984.66626,732.09204,204.32965,136.96909,150.34741,238.49402
35.67,1105.16003,876.42133,1914.70618,726.64258,1166.83789,1491.78052,759.81201,952.89789,520.57233,136.57018,93.20811,76.05212,2983.55249,712.58325,204.32965,136.96909,150.34741,238.49402
35.67,1105.16003,877.35968,1912.80188,726.64258,1166.10718,1491.78052,759.81201,952.89789,520.15552,136.57018,93.20811,76.05212,2985.78003,712.58325,204.32965,136.96909,150.34741,238.49402
36.0,1105.16003,876.42133,1912.80188,726.64258,1166.83789,1489.69019,759.81201,952.89789,520.15552,136.57018,93.20811,76.05212,2986.89355,733.11877,204.32965,136.96909,150.34741,238.49402
36.0,1104.33838,876.42133,1912.80188,725.7251,1166.10718,1490.38696,760.31927,952.89789,519.73871,136.57018,93.20811,76.05212,2983.55249,731.06525,204.32965,136.96909,150.34741,238.49402
35.67,1104.33838,877.35968,1914.70618,726.64258,1166.83789,1492.47729,760.31927,953.37408,520.15552,136.57018,93.20811,76.05212,2984.66626,712.58325,204.32965,136.96909,150.34741,238.49402
35.67,1105.98181,877.35968,1912.80188,726.64258,1166.83789,1491.08374,760.31927,953.37408,519.73871,136.57018,93.20811,76.05212,2984.66626,731.06525,204.32965,137.79921,150.34741,238.49402
36.0,1104.33838,877.35968,1911.84973,726.64258,1166.83789,1492.47729,760.31927,953.37408,520.15552,136.57018,93.20811,76.05212,2984.66626,733.11877,204.32965,136.96909,150.34741,238.49402
36.0,1105.98181,877.35968,1913.75403,726.64258,1166.83789,1491.78052,760.31927,953.37408,519.73871,136.57018,93.20811,76.05212,2988.00732,713.61005,204.32965,137.79921,150.34741,238.49402
