Temp,I,J,K,L,R,S
39.67,72.93848,32.13416,272.78906,124.53535,2851.02441,1024.72351
40.0,72.52168,32.13416,272.78906,124.53535,2854.36548,1022.66992
40.33,72.93848,32.13416,272.78906,124.53535,2856.59277,1024.72351
39.67,72.52168,32.13416,272.78906,124.53535,2855.47925,1025.75024
39.67,72.52168,31.75161,272.78906,124.53535,2848.79712,1023.69672
39.67,72.52168,32.13416,272.78906,125.48601,2838.77393,1021.64313
40.0,72.52168,31.75161,273.41043,124.53535,2837.6604,1020.61639
39.67,72.52168,32.13416,272.78906,124.53535,2847.68335,1021.64313
40.0,72.93848,32.13416,273.41043,124.53535,2858.82031,1024.72351
39.67,72.93848,32.13416,273.41043,124.53535,2866.61597,1024.72351
39.67,73.35527,32.13416,272.78906,124.53535,2879.98022,1026.77698
