Temp,I,J,K,L,R,S
40.33,76.2728,32.89926,280.2457,129.28862,3171.76465,1098.65137
40.33,75.85602,33.28181,279.00293,129.28862,3191.81104,1102.75854
40.33,75.85602,32.89926,280.2457,129.28862,3176.21948,1103.78528
40.33,76.2728,33.28181,279.6243,129.28862,3197.37939,1102.75854
40.33,76.6896,33.28181,280.2457,129.28862,3202.94775,1104.81213
40.33,75.85602,33.28181,280.8671,129.28862,3207.40259,1104.81213
40.67,76.2728,33.28181,280.2457,129.28862,3241.92676,1109.94592
40.33,76.2728,33.28181,280.8671,129.28862,3234.13086,1111.99951
40.33,76.2728,33.28181,280.8671,129.28862,3235.24463,1107.89246
40.33,76.6896,32.89926,281.48846,129.28862,3244.15405,1108.91919
40.0,75.43922,32.51671,281.48846,129.28862,3225.22144,1110.97278
