Temp,A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W
30.67,1287.57312,1076.29041,2388.86011,1072.53174,1598.64832,1891.02869,932.26605,1100.52319,657.69666,212.31499,141.67632,104.57168,3618.35107,1083.24976,317.94031,200.05788,213.36728,373.08966
30.67,1289.21655,1078.16711,2390.7644,1072.53174,1600.1095,1893.81567,933.78766,1100.52319,657.69666,212.31499,141.67632,104.57168,3621.69214,1084.27649,318.78815,200.888,213.36728,373.08966
31.0,1290.03821,1078.16711,2393.62061,1072.53174,1603.76282,1895.20923,932.77325,1100.99939,658.11346,212.31499,141.67632,104.57168,3622.80566,1084.27649,318.78815,200.888,213.36728,373.08966
30.67,1290.03821,1079.10547,2394.57275,1072.53174,1603.0321,1896.60278,933.78766,1100.99939,658.11346,212.31499,141.67632,104.57168,3627.2605,1058.60718,318.78815,200.888,213.36728,373.08966
30.67,1290.85986,1079.10547,2396.47705,1074.3667,1603.76282,1896.60278,933.28046,1101.9519,658.11346,212.31499,141.67632,104.57168,3626.14673,1058.60718,318.78815,200.888,214.26756,373.08966
31.0,1287.57312,1076.29041,2388.86011,1072.53174,1599.37891,1891.02869,932.77325,1100.99939,658.11346,212.31499,141.67632,104.57168,3621.69214,1056.55359,317.94031,200.05788,213.36728,371.909
31.0,1290.03821,1078.16711,2393.62061,1073.44922,1600.84021,1895.20923,932.77325,1100.52319,658.11346,212.31499,141.67632,104.57168,3622.80566,1058.60718,317.94031,200.888,213.36728,373.08966
30.67,1290.85986,1078.16711,2394.57275,1073.44922,1602.30151,1895.90601,932.77325,1100.52319,658.11346,212.31499,141.67632,104.57168,3623.91943,1058.60718,318.78815,200.888,213.36728,373.08966
30.67,1290.85986,1079.10547,2394.57275,1072.53174,1603.0321,1896.60278,932.77325,1100.99939,658.11346,212.31499,141.67632,104.57168,3625.03296,1091.46399,318.78815,200.888,213.36728,373.08966
30.67,1290.85986,1079.10547,2395.5249,1072.53174,1603.0321,1896.60278,933.78766,1101.9519,658.11346,212.31499,141.67632,104.57168,3625.03296,1089.4104,318.78815,200.888,213.36728,373.08966
34.67,1294.14661,1068.78357,2407.90234,1095.46875,1584.76599,1868.03528,918.06396,1091.95142,656.44629,216.90558,144.16187,106.47298,3631.71509,1113.02625,328.96225,206.69881,212.467,377.81232
35.0,1294.14661,1068.78357,2407.90234,1095.46875,1584.76599,1868.03528,918.57117,1091.95142,656.02948,216.52303,144.16187,106.47298,3631.71509,1115.07983,328.96225,206.69881,212.467,376.63165
