Temp,A,B,C,D,E,F,G,H,R,I,S,J,T,U,V,W,K,L
35.67,718.14862,711.27124,2004.20508,976.19653,1432.06152,1636.70825,809.51935,900.99091,681.03699,192.03986,121.17053,89.36125,3754.22021,968.25073,273.8526,171.00383,193.56104,298.70786
35.33,884.94977,916.77045,2240.33008,1169.78442,1622.75952,2086.12378,896.2536,1020.99603,672.28436,195.10025,124.27747,97.91711,3993.66162,989.81305,305.22272,187.60614,198.96274,321.14047
35.33,805.24677,787.27783,2100.3689,1098.22107,1617.64502,1879.18359,803.93994,941.94501,679.36981,198.16066,130.49135,96.01581,4052.68677,1090.43726,313.70111,194.24707,212.467,344.75372
35.33,773.20123,766.63403,2050.85889,1065.19189,1562.11609,1831.80334,794.30286,913.37238,656.8631,195.4828,125.52025,93.16386,4030.41309,1100.70496,310.30975,192.58684,207.96558,344.75372
35.33,685.28143,680.3056,1869.00452,921.14789,1367.76489,1592.81189,832.34418,945.2785,631.02203,181.71103,114.33527,86.50929,3589.39526,1060.66064,270.46124,174.3243,201.66359,325.86313
35.0,737.86896,715.02466,1882.33423,1005.55585,1436.44543,1595.599,899.80408,1001.47137,714.79706,194.33516,120.54915,91.26255,3765.35693,909.72443,261.98282,163.53279,190.86018,302.24985
35.33,781.41803,791.03125,2183.20288,1003.72089,1508.77905,1806.02295,881.03705,965.27936,670.61719,186.68417,120.54915,90.3119,3608.32788,945.66162,268.76553,170.17371,186.35876,288.08188
35.33,826.61047,842.64062,2230.80884,1047.75989,1597.9176,1881.27393,860.74835,969.56525,674.7851,197.013,127.38441,94.11451,3922.38599,989.81305,290.80942,180.1351,202.56387,321.14047
35.33,815.10693,814.49005,2103.2251,1064.27441,1553.34839,1885.45447,801.40387,940.99261,694.37427,192.42241,130.49135,97.91711,3767.58423,954.90265,293.35294,180.96521,198.06245,321.14047
35.33,816.75031,814.49005,2151.7832,1145.92993,1689.97876,1983.69885,836.40192,980.04187,733.96948,214.99283,144.16187,103.62103,4358.94922,1039.09839,327.26657,195.9073,220.56955,340.03107
35.0,804.42505,804.16815,2126.07593,1144.09497,1684.13354,1961.40222,826.76477,965.75555,738.97095,217.67068,145.40465,103.62103,4414.6333,1015.48248,330.65793,195.9073,221.46983,341.21173
35.33,817.57196,810.73663,2163.2085,1137.67273,1700.93835,1977.42786,813.57709,950.04059,728.1344,215.37538,145.40465,102.67037,4350.03955,1037.0448,329.81009,195.9073,219.66927,338.8504
35.33,815.10693,806.04486,2157.49585,1133.08533,1689.97876,1959.31189,800.89667,935.75427,723.13287,214.22774,144.16187,102.67037,4313.28809,1005.21472,328.96225,195.07718,217.8687,336.48907
35.33,815.10693,805.10651,2157.49585,1134.92029,1689.24805,1956.52478,786.18738,920.51556,715.63062,213.08008,143.54048,101.71972,4309.94727,1029.8573,329.81009,195.07718,217.8687,337.66974
35.67,820.03699,810.73663,2162.25635,1137.67273,1689.97876,1967.6731,775.53577,907.18164,703.96051,211.16734,142.9191,101.71972,4308.8335,1031.91089,328.96225,195.07718,217.8687,337.66974
35.33,818.39362,807.92157,2170.82544,1132.16785,1693.63196,1968.36987,771.47803,900.99091,701.45972,210.01968,142.9191,100.76907,4306.60596,1008.29504,329.81009,195.9073,217.8687,340.03107
35.33,762.51941,757.25055,2084.18286,1003.72089,1525.58386,1815.08093,798.8678,918.61072,689.3728,201.60359,131.73412,94.11451,3990.32056,1036.01807,306.07056,190.0965,215.16785,347.11505
35.0,808.53351,780.70935,2074.66162,974.36157,1463.47925,1778.849,812.56268,918.13446,683.12091,195.10025,126.76302,91.26255,3777.60742,1068.87488,293.35294,185.94591,209.76614,344.75372
35.0,778.13129,754.43549,2050.85889,964.26935,1453.25012,1723.10754,827.27197,923.3728,652.69519,194.71771,123.65608,90.3119,3798.76733,1026.77698,290.80942,184.28568,203.46416,344.75372
35.33,811.82019,791.03125,1971.83313,956.9295,1440.09863,1751.67505,830.31531,925.27765,650.61121,184.38887,121.79192,87.45995,3578.25854,1017.53601,279.78748,179.30499,201.66359,325.86313
