Temp,A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W
28.0,536.55725,423.19702,890.22888,342.21927,664.15503,840.30231,410.33908,549.07111,349.6879,92.95953,62.76012,53.23649,1924.44153,481.55844,142.43726,92.97295,101.73208,165.29289
28.0,535.7356,423.19702,890.22888,341.30179,664.15503,840.30231,410.33908,549.07111,349.27109,92.95953,62.76012,53.23649,1924.44153,495.93332,141.58942,92.97295,102.63236,164.11223
28.33,536.55725,423.19702,890.22888,342.21927,664.15503,840.30231,410.33908,549.07111,349.27109,92.95953,62.76012,53.23649,1924.44153,494.90652,142.43726,92.97295,102.63236,164.11223
28.0,536.55725,423.19702,890.22888,342.21927,663.42444,839.60559,410.33908,548.59491,348.85431,92.95953,62.76012,53.23649,1923.32788,493.87976,141.58942,92.97295,101.73208,164.11223
27.67,536.55725,423.19702,890.22888,342.21927,664.15503,839.60559,410.33908,548.59491,348.85431,92.95953,62.76012,53.23649,1923.32788,481.55844,141.58942,92.97295,102.63236,164.11223
27.67,536.55725,423.19702,890.22888,341.30179,664.15503,840.30231,410.33908,549.07111,349.27109,92.95953,62.76012,53.23649,1924.44153,481.55844,142.43726,92.97295,101.73208,165.29289
28.33,536.55725,423.19702,890.22888,341.30179,664.15503,840.30231,410.33908,549.07111,349.27109,92.95953,62.76012,53.23649,1924.44153,494.90652,141.58942,92.97295,101.73208,164.11223
28.0,536.55725,423.19702,890.22888,342.21927,664.15503,840.30231,410.33908,549.07111,349.27109,92.95953,62.76012,53.23649,1923.32788,494.90652,141.58942,92.97295,101.73208,164.11223
28.0,536.55725,423.19702,890.22888,342.21927,663.42444,839.60559,409.83185,548.59491,349.27109,92.95953,62.76012,53.23649,1923.32788,481.55844,141.58942,92.97295,102.63236,164.11223
27.67,535.7356,423.19702,890.22888,342.21927,664.15503,840.30231,410.33908,549.07111,349.27109,92.95953,62.76012,53.23649,1924.44153,495.93332,142.43726,92.97295,101.73208,164.11223
28.0,481.5047,405.36832,919.74445,464.24384,751.83228,875.83752,425.0484,561.45258,382.61441,141.92587,92.58672,69.39757,2054.74219,703.34229,222.13431,133.64862,135.04259,246.75867
28.33,481.5047,405.36832,919.74445,465.16132,751.10162,875.83752,425.0484,561.45258,382.61441,141.92587,92.58672,69.39757,2054.74219,685.88708,222.13431,133.64862,135.04259,246.75867
28.0,481.5047,405.36832,919.74445,465.16132,751.83228,875.83752,425.0484,561.45258,382.61441,141.92587,92.58672,69.39757,2054.74219,685.88708,222.13431,133.64862,135.04259,246.75867
28.0,481.5047,405.36832,920.69659,465.16132,751.10162,875.83752,425.0484,561.45258,382.1976,141.92587,92.58672,69.39757,2054.74219,685.88708,221.28645,133.64862,135.04259,246.75867
28.0,480.68301,405.36832,919.74445,465.16132,751.10162,875.83752,425.0484,561.45258,382.61441,141.92587,92.58672,69.39757,2054.74219,685.88708,221.28645,133.64862,135.04259,246.75867
28.33,481.5047,405.36832,920.69659,465.16132,751.83228,875.83752,425.0484,561.45258,382.61441,141.92587,92.58672,69.39757,2054.74219,685.88708,222.13431,133.64862,135.04259,246.75867
28.33,481.5047,405.36832,919.74445,464.24384,751.10162,876.5343,425.0484,561.92877,382.61441,141.92587,92.58672,69.39757,2054.74219,703.34229,222.13431,133.64862,135.04259,246.75867
28.0,481.5047,405.36832,919.74445,465.16132,751.10162,875.83752,425.0484,561.45258,382.1976,141.92587,92.58672,69.39757,2054.74219,685.88708,222.13431,133.64862,135.04259,246.75867
28.0,481.5047,405.36832,919.74445,465.16132,751.10162,875.83752,425.0484,561.45258,382.1976,141.92587,92.58672,69.39757,2054.74219,702.31549,222.13431,133.64862,135.04259,246.75867
28.33,481.5047,405.36832,919.74445,465.16132,750.37103,875.83752,425.0484,561.45258,382.1976,141.92587,92.58672,69.39757,2053.62866,685.88708,221.28645,133.64862,135.04259,246.75867
28.67,511.08517,422.25867,954.97278,455.98654,730.64362,864.68921,467.14746,514.78394,366.35956,94.48973,62.76012,53.23649,1911.07739,484.63876,144.13295,94.63319,101.73208,160.57024
28.33,511.08517,422.25867,954.97278,455.06906,730.64362,864.68921,467.14746,514.78394,366.35956,94.48973,62.76012,53.23649,1911.07739,502.09396,144.13295,94.63319,101.73208,160.57024
28.33,511.08517,423.19702,954.97278,455.98654,730.64362,864.68921,467.14746,515.26013,366.35956,94.48973,62.76012,53.23649,1913.30469,499.01364,144.13295,94.63319,101.73208,160.57024
